version,url,sha,beta
0.10.2,https://releases.hashicorp.com/terraform/0.10.2/terraform_0.10.2_linux_amd64.zip,6c1b5ce1a78bc7bb895055052d9074e519f51293770871acfe2dbd289e2f2aaa,false
0.6.15,https://releases.hashicorp.com/terraform/0.6.15/terraform_0.6.15_linux_amd64.zip,2a81faa54ed6c5e7c065444617fc999f0ab6d433e4e03a0ad599892e74ffff6b,false
0.7.0,https://releases.hashicorp.com/terraform/0.7.0/terraform_0.7.0_linux_amd64.zip,a196c63b967967343f3ae9bb18ce324a18b27690e2d105e1f38c5a2d7c02038d,false
0.6.9,https://releases.hashicorp.com/terraform/0.6.9/terraform_0.6.9_linux_amd64.zip,c7d3e76de165be9f47eff8f54b41bb873f6f1881d2fb778a54bb8aaf69abfae6,false
1.0.8,https://releases.hashicorp.com/terraform/1.0.8/terraform_1.0.8_linux_amd64.zip,a73459d406067ce40a46f026dce610740d368c3b4a3d96591b10c7a577984c2e,false
0.14.7,https://releases.hashicorp.com/terraform/0.14.7/terraform_0.14.7_linux_amd64.zip,6b66e1faf0ad4ece28c42a1877e95bbb1355396231d161d78b8ca8a99accc2d7,false
0.13.0-rc1,https://releases.hashicorp.com/terraform/0.13.0-rc1/terraform_0.13.0-rc1_linux_amd64.zip,4712b8c73e8aedb2fad973df483671f30c6796c5723c867baaa22253672b4371,true
0.11.15-oci,https://releases.hashicorp.com/terraform/0.11.15-oci/terraform_0.11.15-oci_linux_amd64.zip,6f4edcb271ef332e7757193da6f84cb5fb48e1d8e6208cda69d556b4a903c30a,true
1.1.1,https://releases.hashicorp.com/terraform/1.1.1/terraform_1.1.1_linux_amd64.zip,07b8dc444540918597a60db9351af861335c3941f28ea8774e168db97dd74557,false
0.12.0-alpha1,https://releases.hashicorp.com/terraform/0.12.0-alpha1/terraform_0.12.0-alpha1_linux_amd64.zip,75251f20455829358b38e28d5f3b726cd544f606e85c8161a34dea3bf924a9da,false
0.10.5,https://releases.hashicorp.com/terraform/0.10.5/terraform_0.10.5_linux_amd64.zip,acec7133ffa00da385ca97ab015b281c6e90e99a41076ede7025a4c78425e09f,false
0.7.2,https://releases.hashicorp.com/terraform/0.7.2/terraform_0.7.2_linux_amd64.zip,b337c885526a8a653075551ac5363a09925ce9cf141f4e9a0d9f497842c85ad5,false
0.12.9,https://releases.hashicorp.com/terraform/0.12.9/terraform_0.12.9_linux_amd64.zip,69712c6216cc09b7eca514b9fb137d4b1fead76559c66f338b4185e1c347ace5,false
0.12.8,https://releases.hashicorp.com/terraform/0.12.8/terraform_0.12.8_linux_amd64.zip,43806e68f7af396449dd4577c6e5cb63c6dc4a253ae233e1dddc46cf423d808b,false
0.6.6,https://releases.hashicorp.com/terraform/0.6.6/terraform_0.6.6_linux_amd64.zip,497e9f9ace4c3da9afd8240222f6f29a7209b3a9ac5b143cefe117e41d5985f4,false
1.0.6,https://releases.hashicorp.com/terraform/1.0.6/terraform_1.0.6_linux_amd64.zip,6a454323d252d34e928785a3b7c52bfaff1192f82685dfee4da1279bb700b733,false
0.15.0-alpha20210127,https://releases.hashicorp.com/terraform/0.15.0-alpha20210127/terraform_0.15.0-alpha20210127_linux_amd64.zip,1bb2dfa88fa066df7c9d3c58b96a9db6ecd3302db6bf63d693a4f39268e1e156,false
0.14.0,https://releases.hashicorp.com/terraform/0.14.0/terraform_0.14.0_linux_amd64.zip,07fd7173f7a360ad5e4d5ea5035670cf426cf7a08d0486bc0fe7c9d76b447722,false
0.12.28,https://releases.hashicorp.com/terraform/0.12.28/terraform_0.12.28_linux_amd64.zip,be99da1439a60942b8d23f63eba1ea05ff42160744116e84f46fc24f1a8011b6,false
0.14.1,https://releases.hashicorp.com/terraform/0.14.1/terraform_0.14.1_linux_amd64.zip,497dde94e0d8f5a9799fbb0d026430539f6c0cee536d15207800ae06edcbf5bb,false
0.11.7,https://releases.hashicorp.com/terraform/0.11.7/terraform_0.11.7_linux_amd64.zip,6b8ce67647a59b2a3f70199c304abca0ddec0e49fd060944c26f666298e23418,false
0.10.8,https://releases.hashicorp.com/terraform/0.10.8/terraform_0.10.8_linux_amd64.zip,b786c0cf936e24145fad632efd0fe48c831558cc9e43c071fffd93f35e3150db,false
0.9.9,https://releases.hashicorp.com/terraform/0.9.9/terraform_0.9.9_linux_amd64.zip,5327b8fa93eb14ef57f4eff94f5380c2fbcefe0f9c135c8ab33425bec4054a6e,false
1.1.0-alpha20210908,https://releases.hashicorp.com/terraform/1.1.0-alpha20210908/terraform_1.1.0-alpha20210908_linux_amd64.zip,92e0db8311f55d6cdfc655260a14de9ead8068a2fad147d96b8ad6855eaf5bb7,false
1.1.0-alpha20210811,https://releases.hashicorp.com/terraform/1.1.0-alpha20210811/terraform_1.1.0-alpha20210811_linux_amd64.zip,cbee56500a6aae48c10f4765bd056863a213a1b860c2d5e5980587aa41a53d79,false
1.0.4,https://releases.hashicorp.com/terraform/1.0.4/terraform_1.0.4_linux_amd64.zip,5c0be4d52de72143e2cd78e417ee2dd582ce229d73784fd19444445fa6e1335e,false
0.15.0-beta2,https://releases.hashicorp.com/terraform/0.15.0-beta2/terraform_0.15.0-beta2_linux_amd64.zip,ce6cc6e74c1d144ef45b394cb9ae558c0829aa315435caeb623e9e5b686c40c1,true
0.9.6,https://releases.hashicorp.com/terraform/0.9.6/terraform_0.9.6_linux_amd64.zip,7ec24a5d57da6ef7bdb5a3003791a4368489b32fa93be800655ccef0eceaf1ba,false
0.14.9,https://releases.hashicorp.com/terraform/0.14.9/terraform_0.14.9_linux_amd64.zip,47e097cfbfb64e97492934f50e646cb84df952eb76897182557811b45603dbf0,false
0.11.14,https://releases.hashicorp.com/terraform/0.11.14/terraform_0.11.14_linux_amd64.zip,9b9a4492738c69077b079e595f5b2a9ef1bc4e8fb5596610f69a6f322a8af8dd,false
0.7.12,https://releases.hashicorp.com/terraform/0.7.12/terraform_0.7.12_linux_amd64.zip,ba75875a9c61b010e217786f42c7b214b7bc4227922261604c67834638ad65f7,false
0.7.9,https://releases.hashicorp.com/terraform/0.7.9/terraform_0.7.9_linux_amd64.zip,ac1d0302818ae17f1042dc26407e7ff94cd1e34ed260dae9d72c75a4d0b59cfc,false
0.10.0-rc1,https://releases.hashicorp.com/terraform/0.10.0-rc1/terraform_0.10.0-rc1_linux_amd64.zip,66820a4d12c25a6d0c83dd877d308aa0c8fce11ce63072f5753167e917464770,true
0.6.13,https://releases.hashicorp.com/terraform/0.6.13/terraform_0.6.13_linux_amd64.zip,8eeddca53958d5c871de93a624eb0f5971f97cbaf107e0b2d1cc289f2ac21b79,false
0.15.4,https://releases.hashicorp.com/terraform/0.15.4/terraform_0.15.4_linux_amd64.zip,ddf9b409599b8c3b44d4e7c080da9a106befc1ff9e53b57364622720114e325c,false
0.12.0-beta2,https://releases.hashicorp.com/terraform/0.12.0-beta2/terraform_0.12.0-beta2_linux_amd64.zip,ad7515000955fe4a32757dc92e36f7b4d046bc51f3d683cf1e691bb7a6dc09a4,true
0.11.1,https://releases.hashicorp.com/terraform/0.11.1/terraform_0.11.1_linux_amd64.zip,4e3d5e4c6a267e31e9f95d4c1b00f5a7be5a319698f0370825b459cb786e2f35,false
0.11.0-rc1,https://releases.hashicorp.com/terraform/0.11.0-rc1/terraform_0.11.0-rc1_linux_amd64.zip,e28701040fbc210c94ff0d1fb786dd7a1bbeb54021ad305eb396f139ac5d07c6,true
0.10.6,https://releases.hashicorp.com/terraform/0.10.6/terraform_0.10.6_linux_amd64.zip,fbb4c37d91ee34aff5464df509367ab71a90272b7fab0fbd1893b367341d6e23,false
0.8.0,https://releases.hashicorp.com/terraform/0.8.0/terraform_0.8.0_linux_amd64.zip,9f99258396dad71746fb96036bf421e05fb3f36f402b89c3f16b453f3f0ee9cf,false
1.1.0-alpha20210714,https://releases.hashicorp.com/terraform/1.1.0-alpha20210714/terraform_1.1.0-alpha20210714_linux_amd64.zip,707310efcf16f4b2cbf025b90c246c5176b64b67054663a5479fe1c7d7e0c193,false
0.15.0,https://releases.hashicorp.com/terraform/0.15.0/terraform_0.15.0_linux_amd64.zip,69c5db7bd6d4a5d3dd060678e5c3d9442e32610ed05879b4325e6aa4807d0529,false
0.13.1,https://releases.hashicorp.com/terraform/0.13.1/terraform_0.13.1_linux_amd64.zip,f7b842d1c06045b496fd00db83520e83a974a294b070dbaf88cb1013c5f02caf,false
0.11.0-beta1,https://releases.hashicorp.com/terraform/0.11.0-beta1/terraform_0.11.0-beta1_linux_amd64.zip,f6bcdc1e159ee0aea2892cda996cd8ae1b3350a57e963a1d7e70d10be73c4120,true
0.10.0,https://releases.hashicorp.com/terraform/0.10.0/terraform_0.10.0_linux_amd64.zip,f991039e3822f10d6e05eabf77c9f31f3831149b52ed030775b6ec5195380999,false
0.9.0,https://releases.hashicorp.com/terraform/0.9.0/terraform_0.9.0_linux_amd64.zip,0965cf0f9d373a550163aef4732438c201c7271ea5f96a902863248cb7f39f1c,true
1.0.0,https://releases.hashicorp.com/terraform/1.0.0/terraform_1.0.0_linux_amd64.zip,8be33cc3be8089019d95eb8f546f35d41926e7c1e5deff15792e969dde573eb5,false
0.14.0-rc1,https://releases.hashicorp.com/terraform/0.14.0-rc1/terraform_0.14.0-rc1_linux_amd64.zip,322fe01fb54118ba25c66f4a406d25e3d8625de062d78544579e9385a3974496,true
0.12.12,https://releases.hashicorp.com/terraform/0.12.12/terraform_0.12.12_linux_amd64.zip,67bc7a49c0946ad48b14cc6e95482fdd3e7e9f7dc6811f4ce6ff531fc565bd3a,false
0.11.4,https://releases.hashicorp.com/terraform/0.11.4/terraform_0.11.4_linux_amd64.zip,817be651ca41b999c09250a9fcade541a941afab41c0c663bd25529a4d5cfd31,false
